"id","name","rating","current_price","original_price","discount","ram","rom","features1","features2"
697,"Motorola G34 5G (Ocean Green, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories",NULL
698,"Motorola G34 5G (Charcoal Black, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories",NULL
699,"Motorola G34 5G (Ice Blue, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories",NULL
700,"POCO M6 Pro 5G (Power Black, 128 GB)","4.3","₹9,999","₹16,999","41%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
701,"POCO C65 (Matte Black, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
702,"POCO C65 (Pastel Blue, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
703,"Motorola g04s (Satin Blue, 64 GB)","4.3","₹6,999","₹9,999","30%","4 GB RAM "," 64 GB ROM "," Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera "," 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories"
704,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","4.4","₹18,995","₹21,999","13%","8 GB RAM "," 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
705,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","4.4","₹19,945","₹21,999","9%","8 GB RAM "," 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
706,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","4.4","₹16,932","₹19,999","15%","8 GB RAM "," 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
707,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","4.4","₹16,919","₹19,999","15%","8 GB RAM "," 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
708,"POCO C65 (Pastel Green, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
709,"Motorola g04s (Concord Black, 64 GB)","4.3","₹6,999","₹9,999","30%","4 GB RAM "," 64 GB ROM "," Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera "," 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories"
710,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,287","₹1,599","19%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E ProcessorNO WARRANTY",NULL
711,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,199","₹1,599","25%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase",NULL
712,"vivo T3x 5G (Crimson Bliss, 128 GB)","4.5","₹14,999","₹18,999","21%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
713,"vivo T3x 5G (Celestial Green, 128 GB)","4.4","₹16,499","₹20,499","19%","8 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
714,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,244","₹1,599","22%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase",NULL
715,"vivo T3x 5G (Celestial Green, 128 GB)","4.5","₹14,999","₹18,999","21%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
716,"vivo T3x 5G (Celestial Green, 128 GB)","4.4","₹13,499","₹17,499","22%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
717,"realme 12x 5G (Twilight Purple, 128 GB)","4.3","₹14,999","₹18,999","21%","8 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
718,"POCO C65 (Pastel Green, 128 GB)","4.2","₹7,499","₹11,999","37%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
719,"realme 12x 5G (Twilight Purple, 128 GB)","4.4","₹12,999","₹17,999","27%","6 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
720,"realme P1 5G (Peacock Green, 128 GB)","4.4","₹15,999","₹20,999","23%","6 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
721,"Motorola G34 5G (Ocean Green, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories",NULL
722,"Motorola G34 5G (Charcoal Black, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories",NULL
723,"Motorola G34 5G (Ice Blue, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories",NULL
724,"POCO M6 Pro 5G (Power Black, 128 GB)","4.3","₹9,999","₹16,999","41%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
725,"POCO C65 (Matte Black, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
726,"POCO C65 (Pastel Blue, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
727,"Motorola g04s (Satin Blue, 64 GB)","4.3","₹6,999","₹9,999","30%","4 GB RAM "," 64 GB ROM "," Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera "," 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories"
728,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","4.4","₹18,995","₹21,999","13%","8 GB RAM "," 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
729,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","4.4","₹19,945","₹21,999","9%","8 GB RAM "," 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
730,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","4.4","₹16,932","₹19,999","15%","8 GB RAM "," 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
731,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","4.4","₹16,919","₹19,999","15%","8 GB RAM "," 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
732,"POCO C65 (Pastel Green, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
733,"Motorola g04s (Concord Black, 64 GB)","4.3","₹6,999","₹9,999","30%","4 GB RAM "," 64 GB ROM "," Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera "," 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories"
734,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,287","₹1,599","19%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E ProcessorNO WARRANTY",NULL
735,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,199","₹1,599","25%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase",NULL
736,"vivo T3x 5G (Crimson Bliss, 128 GB)","4.5","₹14,999","₹18,999","21%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
737,"vivo T3x 5G (Celestial Green, 128 GB)","4.4","₹16,499","₹20,499","19%","8 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
738,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,244","₹1,599","22%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase",NULL
739,"vivo T3x 5G (Celestial Green, 128 GB)","4.5","₹14,999","₹18,999","21%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
740,"vivo T3x 5G (Celestial Green, 128 GB)","4.4","₹13,499","₹17,499","22%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
741,"realme 12x 5G (Twilight Purple, 128 GB)","4.3","₹14,999","₹18,999","21%","8 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
742,"POCO C65 (Pastel Green, 128 GB)","4.2","₹7,499","₹11,999","37%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
743,"realme 12x 5G (Twilight Purple, 128 GB)","4.4","₹12,999","₹17,999","27%","6 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
744,"realme P1 5G (Peacock Green, 128 GB)","4.4","₹15,999","₹20,999","23%","6 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
745,"Motorola G34 5G (Ocean Green, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories",NULL
746,"Motorola G34 5G (Charcoal Black, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories",NULL
747,"Motorola G34 5G (Ice Blue, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories",NULL
748,"POCO M6 Pro 5G (Power Black, 128 GB)","4.3","₹9,999","₹16,999","41%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
749,"POCO C65 (Matte Black, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
750,"POCO C65 (Pastel Blue, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
751,"Motorola g04s (Satin Blue, 64 GB)","4.3","₹6,999","₹9,999","30%","4 GB RAM "," 64 GB ROM "," Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera "," 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories"
752,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","4.4","₹18,995","₹21,999","13%","8 GB RAM "," 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
753,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","4.4","₹19,945","₹21,999","9%","8 GB RAM "," 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
754,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","4.4","₹16,932","₹19,999","15%","8 GB RAM "," 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
755,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","4.4","₹16,919","₹19,999","15%","8 GB RAM "," 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
756,"POCO C65 (Pastel Green, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
757,"Motorola g04s (Concord Black, 64 GB)","4.3","₹6,999","₹9,999","30%","4 GB RAM "," 64 GB ROM "," Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera "," 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories"
758,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,287","₹1,599","19%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E ProcessorNO WARRANTY",NULL
759,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,199","₹1,599","25%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase",NULL
760,"vivo T3x 5G (Crimson Bliss, 128 GB)","4.5","₹14,999","₹18,999","21%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
761,"vivo T3x 5G (Celestial Green, 128 GB)","4.4","₹16,499","₹20,499","19%","8 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
762,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","4.1","₹1,244","₹1,599","22%","32 MB RAM "," 32 MB ROM4.5 cm (1.77 inch) Display0MP "," 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase",NULL
763,"vivo T3x 5G (Celestial Green, 128 GB)","4.5","₹14,999","₹18,999","21%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
764,"vivo T3x 5G (Celestial Green, 128 GB)","4.4","₹13,499","₹17,499","22%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
765,"realme 12x 5G (Twilight Purple, 128 GB)","4.3","₹14,999","₹18,999","21%","8 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
766,"POCO C65 (Pastel Green, 128 GB)","4.2","₹7,499","₹11,999","37%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
767,"realme 12x 5G (Twilight Purple, 128 GB)","4.4","₹12,999","₹17,999","27%","6 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
768,"realme P1 5G (Peacock Green, 128 GB)","4.4","₹15,999","₹20,999","23%","6 GB RAM "," 128 GB ROM "," Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories"
769,"Motorola G34 5G (Ocean Green, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G ProcessorVegan Leather Design1 Year on Handset and 6 Months on Accessories",NULL
770,"Motorola G34 5G (Charcoal Black, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories",NULL
771,"Motorola G34 5G (Ice Blue, 128 GB)","4.2","₹11,999","₹14,999","20%","8 GB RAM "," 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP "," 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories",NULL
772,"POCO M6 Pro 5G (Power Black, 128 GB)","4.3","₹9,999","₹16,999","41%","6 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP "," 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
773,"POCO C65 (Matte Black, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
774,"POCO C65 (Pastel Blue, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
775,"Motorola g04s (Satin Blue, 64 GB)","4.3","₹6,999","₹9,999","30%","4 GB RAM "," 64 GB ROM "," Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera "," 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories"
776,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 256 GB)","4.4","₹18,995","₹21,999","13%","8 GB RAM "," 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
777,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)","4.4","₹19,945","₹21,999","9%","8 GB RAM "," 256 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
778,"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 128 GB)","4.4","₹16,932","₹19,999","15%","8 GB RAM "," 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
779,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","4.4","₹16,919","₹19,999","15%","8 GB RAM "," 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories",NULL,NULL
780,"POCO C65 (Pastel Green, 128 GB)","4.2","₹6,799","₹10,999","38%","4 GB RAM "," 128 GB ROM "," Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP "," 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories"
